FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,Class
6.704,4.801,-3.459,-8.474,4.659,2.614,2.523,-0.224,2.258,-0.366,-6.287,-0.671,1.943,-2.574,-1.394,11.037,-0.397,-1.343,-6.551,-2.452,-0.234,-2.899,-3.103,-4.395,-3.469,-7.09,-10.264,-6.368,-7.294,-7.456,-7.111,3.418,2.736,-2.33,1.312,2.33,1.383,0.326,10.223,-5.025,-0.61,-4.13,-4.211,1.211,3.469,-1.658,1.068,5.056,1.343,-2.818,-3.031,-4.69,0.437,0.203,-1.943,-10.997,1.872,-6.948,-6.042,-5.035,-4.232,-1.139,6.694,0.519,a
7.192,5.29,2.401,-9.45,5.636,2.614,2.035,-0.224,2.258,-1.343,-10.681,-1.16,1.455,1.821,1.536,11.525,0.092,1.099,2.238,-2.452,-0.234,-2.899,-3.591,-4.883,-3.957,-7.09,-9.288,-6.856,-7.294,-7.456,-7.111,4.395,5.666,2.065,-1.617,1.353,0.895,-1.628,9.735,-5.025,-1.099,-5.595,-1.282,1.699,3.957,-2.635,4.486,5.056,0.854,-3.306,-4.008,-5.666,0.926,0.692,-1.455,-7.579,0.895,-7.436,-6.042,-5.035,-4.232,-1.139,7.182,3.937,a
8.169,7.731,8.748,-2.126,6.612,4.567,2.523,0.264,3.235,0.122,-9.705,-0.671,1.455,3.286,1.536,14.455,-4.303,4.517,-3.133,1.943,-1.699,-2.899,-5.056,-5.371,-5.422,-5.137,-8.799,-7.345,-8.27,-7.456,-8.087,7.324,10.061,12.319,-1.129,-0.112,1.383,-3.092,4.852,-2.584,0.366,-4.13,2.625,2.675,4.445,-4.1,3.998,6.032,-2.075,-3.794,-5.961,-6.154,-3.957,0.692,-3.896,-10.508,1.383,-8.413,-7.019,-5.524,-5.208,-1.628,8.158,5.402,a
8.657,9.196,12.166,5.686,7.1,6.032,3.499,0.753,3.723,2.075,-4.822,0.305,1.455,0.356,0.071,16.408,12.299,-4.272,-2.645,-11.241,-3.164,-2.899,-7.009,-5.859,-6.399,-4.649,-9.776,-8.321,-9.735,-7.945,-10.04,9.277,11.525,20.62,1.312,-0.6,0.407,-1.139,0.458,-0.142,0.854,-0.224,4.578,3.164,4.934,-4.1,1.068,6.521,-5.493,-3.306,-8.891,-6.154,3.855,-3.703,-31.728,-8.067,1.383,-9.878,-8.484,-6.012,-6.673,-2.116,7.67,4.913,a
7.192,8.219,9.725,8.128,6.124,7.009,3.011,2.218,3.723,3.54,0.549,0.793,0.966,-2.574,-1.882,15.92,23.041,-4.272,-8.016,-11.729,-3.652,-2.411,-8.474,-4.883,-6.399,-4.649,-10.264,-8.321,-10.712,-8.921,-11.505,9.277,8.108,20.62,3.754,0.865,-1.546,4.232,0.458,0.834,0.366,2.706,1.648,3.164,4.445,-3.123,-2.35,6.032,-6.47,-1.841,-11.332,-5.178,11.668,-3.215,-4.384,-9.043,1.872,-10.854,-9.46,-6.5,-8.138,-2.116,6.205,2.472,a
4.751,5.778,4.842,5.198,4.171,5.544,2.035,3.194,2.258,4.028,2.502,1.282,0.478,-3.55,-2.858,14.943,-25.299,2.075,-1.18,-0.987,-3.164,-1.923,-8.474,-4.395,-5.422,-6.114,-9.288,-8.321,-10.223,-9.41,-11.993,7.324,1.76,10.366,3.754,3.306,-3.988,9.603,4.852,0.346,-1.099,4.171,-4.211,2.675,2.492,-0.682,-5.28,4.079,-5.005,-0.376,-11.332,-4.201,-6.887,3.621,4.405,4.628,1.383,-10.366,-9.949,-6.012,-8.138,-2.116,4.74,0.519,a
2.797,2.36,-0.041,2.757,2.706,2.614,0.57,3.682,0.305,4.028,0.061,0.793,-0.01,-0.132,-1.882,15.432,1.068,1.587,12.004,-4.405,-1.699,-1.434,-7.009,-3.906,-4.445,-7.579,-6.846,-8.321,-9.247,-9.898,-11.505,5.859,-2.146,-4.283,1.801,4.771,-4.964,9.603,6.805,-0.631,-1.587,3.194,-8.118,2.187,0.539,0.783,-6.744,2.614,-1.587,0.6,-9.379,-3.713,-1.027,-1.75,-11.22,-15.391,-0.081,-9.389,-10.437,-5.524,-6.673,-1.628,3.276,-0.458,a
2.309,0.895,-1.506,4.222,1.729,-0.315,-0.895,3.194,-0.671,3.54,-4.333,-0.183,-0.01,4.262,-0.905,17.385,-2.838,2.563,-3.133,-2.94,-0.234,-1.434,-5.056,-4.395,-3.957,-8.555,-5.381,-8.809,-7.782,-10.386,-11.993,5.371,-2.146,-14.048,-0.153,4.283,-3.499,4.232,4.364,-2.096,-0.61,1.241,-9.094,1.211,-0.437,-0.193,-8.698,1.149,0.366,-0.376,-6.938,-5.178,-0.051,0.692,-8.291,-11.973,-1.058,-9.389,-10.925,-5.524,-5.208,-0.651,2.787,0.519,a
2.797,1.383,0.448,8.616,2.218,-1.78,-1.872,1.729,-0.183,2.075,-6.775,-1.648,0.478,5.239,-2.858,19.338,2.045,-8.667,-2.645,-10.752,0.743,-2.411,-3.591,-5.859,-4.445,-9.043,-5.381,-9.298,-7.782,-10.874,-12.97,5.859,1.272,-12.583,-0.641,1.353,-0.081,-1.628,0.946,-2.584,1.343,-1.2,-6.653,0.234,-0.437,-3.123,-10.162,0.661,0.854,-2.33,-5.473,-7.619,2.391,-2.726,-2.92,-0.254,-1.546,-9.389,-11.414,-6.012,-3.743,-0.651,2.299,1.495,a
2.797,2.848,2.889,10.569,3.194,-0.804,-1.872,-0.712,0.793,0.61,-5.31,-2.136,0.966,1.821,-6.765,18.361,5.463,-1.343,6.632,-4.405,0.743,-3.387,-3.591,-7.324,-4.445,-8.555,-7.334,-9.298,-8.27,-10.386,-13.458,6.348,6.643,-2.818,-0.153,-2.553,5.778,-3.092,1.923,-3.072,2.319,-2.177,-2.747,-1.719,0.539,-6.053,-10.162,1.149,0.366,-4.283,-5.473,-9.084,0.926,-2.238,-12.685,-13.926,-1.546,-9.389,-11.414,-6.5,-3.743,-1.139,2.787,1.495,a
3.774,3.825,4.354,8.128,4.171,2.614,-1.383,-2.665,1.77,-0.366,0.549,-2.136,0.966,-3.55,-10.183,15.92,5.463,-2.808,5.656,-2.452,0.254,-3.387,-4.079,-7.812,-3.957,-8.067,-7.334,-8.321,-8.759,-9.41,-12.97,6.836,11.525,7.924,2.289,-4.506,10.661,0.326,7.294,-2.584,1.343,-2.665,1.16,-2.696,1.027,-7.517,-8.209,2.126,-0.122,-3.794,-5.473,-8.596,1.902,-2.238,-13.173,-13.438,-1.058,-9.389,-9.949,-6.5,-4.232,-1.139,3.764,1.495,a
5.727,4.801,5.819,4.222,4.171,5.544,-0.895,-3.153,1.77,-0.854,7.874,-1.648,0.478,-6.48,-8.23,13.479,-2.35,-1.343,-8.993,-4.893,-0.722,-2.899,-4.567,-6.836,-3.469,-8.067,-4.893,-6.856,-8.27,-8.433,-10.529,7.324,14.455,11.342,4.73,-3.042,13.102,4.72,11.2,-2.096,-0.122,-2.665,5.066,-2.696,1.027,-7.517,-3.326,3.103,-0.122,-2.33,-4.985,-6.643,0.437,-0.285,-31.24,-11.485,-0.57,-8.413,-8.484,-6.012,-4.72,-1.139,5.229,1.984,a
7.68,5.778,7.772,3.245,4.659,6.032,-0.407,-2.177,1.77,-0.366,13.733,-1.16,-0.01,-5.503,-0.905,13.479,-0.397,-2.808,4.679,-2.452,-1.211,-2.411,-4.567,-5.371,-3.469,-7.579,-0.987,-6.368,-7.294,-7.456,-8.087,8.301,14.943,5.971,6.195,-0.112,10.661,4.72,8.27,-1.607,-0.61,-2.665,7.019,-1.719,1.516,-6.541,2.045,3.591,-0.122,-1.353,-4.008,-4.201,0.437,-1.75,-20.009,-11.973,-0.57,-7.436,-7.019,-5.035,-4.72,-1.139,7.67,3.448,a
9.145,5.778,10.213,6.175,4.659,4.079,-0.407,-0.224,2.258,1.099,14.709,-0.671,0.478,-3.062,7.884,16.408,3.998,-3.784,4.191,-8.799,-1.211,-1.923,-3.591,-4.883,-3.957,-7.579,0.478,-7.345,-6.317,-7.456,-7.111,9.766,12.014,-3.306,7.172,2.818,6.266,0.326,1.434,-2.584,0.854,-2.665,6.042,-0.254,1.516,-5.564,5.463,3.103,-0.61,-0.865,-3.031,-4.201,2.879,-1.75,-23.427,-3.672,-0.57,-7.436,-6.531,-5.524,-4.232,-1.139,8.647,5.402,a
9.145,5.29,9.725,7.151,4.171,1.149,-0.407,0.753,3.235,2.563,8.362,-0.671,0.478,-3.062,12.278,20.315,1.556,0.61,-9.481,-1.963,-0.722,-2.411,-3.103,-5.859,-5.422,-7.579,-2.94,-9.298,-6.805,-9.41,-9.552,10.254,7.619,-9.654,6.683,3.794,2.36,-3.581,-1.495,-3.56,2.319,-2.177,1.648,0.234,1.516,-5.076,5.951,2.126,-0.61,-2.818,-2.543,-6.154,0.926,-0.285,2.452,-6.114,-0.57,-8.901,-8.484,-6.5,-4.232,-1.628,8.158,5.89,a
7.192,4.313,5.819,3.245,3.682,-0.315,-0.407,1.241,3.235,2.075,-1.892,-1.16,0.966,-5.015,9.349,22.756,4.974,-2.808,3.703,-7.334,-0.234,-3.387,-3.591,-6.836,-5.422,-7.09,-9.288,-10.274,-8.759,-10.874,-12.482,10.254,2.736,-7.212,5.219,3.306,0.895,-2.116,2.899,-4.049,2.319,-1.2,-3.723,-0.254,1.516,-4.1,3.998,1.149,-0.122,-4.283,-3.52,-8.108,1.902,-2.238,6.846,2.675,-1.058,-10.366,-10.437,-7.477,-5.208,-1.628,6.694,5.402,a
5.239,3.337,-0.041,-6.032,3.194,1.149,-0.895,0.264,2.258,1.099,-12.146,-2.136,1.455,-5.992,1.536,21.779,7.904,-2.808,9.562,-5.87,0.254,-3.876,-4.079,-7.324,-4.934,-6.602,-14.17,-9.298,-10.223,-11.851,-14.435,9.277,0.783,0.6,3.265,2.818,0.895,2.767,9.735,-3.072,0.366,-0.712,-5.676,-0.743,1.516,-2.146,1.068,1.638,0.854,-4.283,-5.473,-8.108,2.391,-2.726,-2.431,-5.137,-1.058,-11.342,-11.414,-6.989,-5.697,-1.628,5.229,3.937,a
4.751,2.848,-3.947,-11.892,4.171,4.567,-0.407,0.264,0.305,0.122,-15.564,-2.136,0.966,-3.062,-3.835,20.315,2.533,-3.784,2.726,-5.381,0.254,-3.387,-4.567,-6.348,-3.469,-6.602,-14.659,-6.856,-9.735,-9.41,-13.458,9.277,3.225,8.901,3.265,3.306,0.895,6.673,12.177,-1.607,-1.099,-0.224,-2.747,0.234,1.516,-0.682,-0.885,3.103,0.854,-3.306,-5.961,-6.643,3.855,-1.261,3.428,-2.207,-1.058,-9.389,-9.949,-6.012,-5.697,-1.139,5.229,3.448,a
6.704,4.801,-2.97,-8.474,5.636,7.009,0.57,1.241,-0.183,0.61,-10.193,-1.648,0.478,3.774,-3.347,19.338,12.787,-1.343,-1.18,-4.893,0.254,-2.411,-4.567,-4.395,-2.004,-7.09,-10.752,-4.415,-7.294,-6.48,-9.064,10.254,8.108,10.854,4.242,4.283,0.895,5.208,9.735,-1.119,-1.099,-1.2,3.601,1.699,2.004,-0.193,-0.885,5.056,0.366,-1.841,-5.473,-4.201,5.809,-1.261,-1.943,-13.438,-0.57,-6.948,-6.042,-4.059,-4.232,-0.651,6.694,4.425,a
8.657,6.266,3.377,3.733,7.1,7.497,1.546,3.194,1.282,2.075,0.061,-0.671,0.478,8.657,2.513,19.826,-3.815,2.563,-4.11,-0.01,0.743,-1.923,-3.103,-3.418,-1.516,-6.602,-5.381,-2.95,-4.364,-2.574,-3.693,11.719,12.99,6.46,6.683,4.771,2.36,0.814,5.829,-1.607,1.343,-2.177,8.972,3.164,2.492,-2.146,-0.885,6.521,-0.61,-1.353,-3.52,-3.225,-2.004,-0.285,-2.431,-1.231,-0.57,-4.018,-2.136,-3.082,-2.767,-0.163,8.158,6.378,a
9.633,6.755,11.19,16.429,7.589,5.544,2.523,4.171,4.7,3.54,8.362,-0.671,1.455,8.169,7.395,20.803,-0.885,3.052,-0.203,1.943,1.231,-1.923,-1.638,-3.418,-1.516,-4.649,-0.987,-2.462,-1.923,-1.109,-0.763,12.207,14.943,0.112,7.66,3.794,5.29,-1.628,5.341,-3.072,4.272,-2.665,8.972,3.164,3.469,-5.564,-1.862,6.521,-0.122,-1.841,-1.567,-3.225,0.926,0.203,-16.103,3.652,-0.57,-2.553,-0.671,-2.594,-1.302,-0.163,9.135,7.843,a
9.145,5.778,15.584,21.311,6.612,3.591,2.035,3.194,6.653,3.54,10.315,-1.16,2.431,0.844,6.907,20.803,0.58,4.028,3.215,3.408,1.719,-2.411,-0.173,-3.906,-2.004,-3.184,1.455,-3.438,-0.946,-1.109,-1.251,11.23,14.455,-1.353,6.683,0.865,7.731,-0.163,7.294,-3.56,4.761,-2.177,5.066,1.699,3.957,-8.494,-2.35,5.544,2.319,-2.818,-0.59,-4.69,1.902,2.645,-18.056,7.07,-0.57,-3.042,-1.16,-3.571,-0.326,-0.651,8.647,7.355,a
7.68,4.801,14.608,15.94,4.659,2.614,1.546,0.753,6.653,2.563,5.432,-1.648,2.92,-7.456,0.071,19.338,2.533,6.47,-0.692,2.92,2.696,-2.899,0.804,-4.883,-1.516,-1.719,2.431,-3.927,-1.923,-3.062,-3.693,9.766,12.014,3.53,4.242,-2.065,7.243,2.279,7.782,-3.072,2.808,-1.689,0.183,-0.254,3.469,-8.494,-3.815,4.079,4.761,-3.306,-0.102,-4.69,-0.051,1.668,9.776,-2.207,-0.57,-3.53,-2.625,-4.059,-0.326,-0.651,7.182,6.378,a
7.192,5.29,9.725,6.663,3.682,4.079,1.058,-0.224,5.188,2.075,0.061,-1.648,2.431,-11.851,-5.788,17.873,4.486,-0.854,6.632,-0.01,2.696,-2.411,0.804,-3.906,-1.516,-1.231,3.408,-3.438,-2.411,-4.527,-6.134,8.789,9.084,12.807,1.801,-2.065,3.825,2.767,5.829,-1.119,1.343,-0.224,-0.793,-0.254,2.492,-4.588,-2.35,3.591,5.737,-2.33,-0.59,-3.713,2.391,-1.261,-18.056,1.699,-0.57,-4.506,-4.089,-3.571,-0.326,-0.651,7.182,4.913,a
7.68,8.219,4.842,2.268,3.682,6.032,1.058,0.264,3.235,3.052,-0.427,-0.671,1.943,-7.456,-6.276,17.385,3.998,3.052,11.515,-0.01,2.207,-1.434,0.315,-2.441,-1.027,-0.743,3.896,-2.95,-2.899,-4.527,-6.134,8.789,6.154,17.202,1.801,0.865,0.895,1.79,4.852,1.322,1.831,1.241,1.648,1.211,2.492,0.295,0.58,4.567,3.784,-0.376,-0.59,-1.272,1.414,1.18,3.428,1.211,-0.081,-4.018,-4.089,-2.594,-0.814,-0.651,7.67,4.913,a
8.169,11.637,3.377,4.71,5.636,7.497,2.035,3.194,3.235,5.005,4.944,1.282,1.943,1.821,0.071,18.85,-4.303,7.935,-19.735,9.755,0.743,-0.458,-0.173,0,-1.027,0.234,2.92,-0.997,-2.899,-2.574,-4.669,10.742,4.69,13.784,3.754,4.771,0.407,3.255,7.294,3.276,3.784,2.706,5.066,3.652,3.469,4.201,5.463,6.032,0.854,2.553,-0.102,1.658,-1.027,2.645,-12.197,-8.555,0.895,-2.553,-2.136,-0.641,-0.814,-0.651,8.647,6.866,a
8.657,12.614,5.819,9.593,7.589,7.497,3.499,5.636,4.211,6.47,11.292,2.258,1.943,9.633,8.86,21.779,6.439,-4.761,4.191,-11.729,-0.722,0.519,-1.149,1.465,-1.027,2.187,1.455,0.468,-2.411,-0.132,-1.74,12.207,5.666,3.53,6.683,7.701,3.825,8.138,10.712,3.276,5.249,4.171,6.531,5.117,4.445,6.154,8.881,7.009,-1.587,4.506,0.387,2.635,2.391,-2.238,-2.92,-9.532,1.383,-1.577,-0.183,-0.153,-1.302,-0.651,8.647,8.82,a
8.169,10.661,10.701,11.058,9.542,6.521,4.476,7.1,4.7,6.958,13.245,3.235,2.431,11.587,13.743,23.244,1.556,0.122,0.773,-4.893,-1.211,0.519,-1.149,1.465,-1.027,3.164,-0.01,0.468,-2.411,1.333,-0.275,12.695,9.572,-5.747,9.613,7.212,8.708,12.533,11.688,2.787,4.761,5.147,5.554,5.605,5.91,5.178,9.857,7.985,-2.075,4.506,-0.102,2.146,0.437,-0.285,-6.826,-1.719,1.872,-1.088,1.282,-0.153,-1.302,-1.139,8.158,9.796,a
7.68,6.755,14.119,7.151,10.03,6.032,4.964,6.124,4.211,5.493,7.385,2.258,2.431,6.704,11.79,23.244,18.158,-2.808,4.679,-8.799,-0.722,0.031,-1.149,0.488,-1.027,1.699,-0.01,-0.509,-2.411,1.333,-0.763,11.719,14.455,-6.724,10.101,4.283,12.614,12.044,9.247,1.811,2.319,4.659,3.601,4.628,6.399,2.736,8.392,8.474,-1.099,3.042,-1.078,0.682,6.297,-1.75,-31.24,-15.391,1.872,-1.577,0.793,-0.641,-1.302,-0.651,7.67,9.796,a
7.68,3.825,12.655,0.804,9.542,6.032,4.964,4.171,3.723,3.54,-2.869,2.258,2.431,-2.085,5.442,20.803,-0.397,-2.808,3.215,-4.893,0.254,-0.946,-1.149,-1.465,-1.516,-2.207,-0.987,-2.95,-3.387,-1.109,-3.204,10.254,15.92,0.112,8.636,1.841,12.614,6.673,7.294,1.322,0.366,3.682,2.136,4.14,5.91,-0.193,5.463,8.474,0.854,1.088,-1.567,-1.272,0.926,-0.773,8.311,-1.231,1.872,-3.042,-1.16,-2.106,-1.79,-0.651,7.67,8.331,a
7.192,3.337,8.26,-1.149,9.054,7.497,4.964,3.194,3.235,3.54,-10.681,1.77,2.431,-8.921,1.536,17.385,-2.838,-0.854,-0.692,-2.452,0.254,-1.434,-1.638,-2.93,-2.492,-6.602,-2.452,-5.391,-4.364,-4.038,-6.622,8.789,12.502,9.389,6.195,1.353,9.684,0.326,7.782,1.322,0.366,2.218,2.136,4.628,5.91,-2.635,2.533,8.474,2.808,-0.865,-1.567,-2.736,-1.027,-0.773,-10.244,-10.997,1.872,-4.995,-4.578,-3.082,-2.279,-0.651,7.182,7.355,a
6.704,4.801,2.889,1.292,7.589,7.985,4.964,3.194,4.211,3.54,-11.169,1.282,2.92,-11.363,1.536,13.479,9.857,-4.761,-1.668,-9.288,0.254,-1.923,-1.638,-4.395,-2.981,-9.532,-4.405,-6.856,-5.829,-6.968,-9.064,7.812,6.154,13.295,3.265,2.818,5.29,-3.092,9.735,-0.142,1.831,1.241,1.16,5.117,5.422,-4.588,0.092,8.474,1.831,-1.841,-2.055,-4.69,4.344,-2.238,-18.545,-9.532,2.36,-6.46,-7.019,-4.059,-2.767,-0.651,7.182,5.89,a
6.215,6.755,-1.017,5.686,6.612,7.497,4.476,4.171,4.7,3.052,-5.798,1.282,3.408,-8.921,3.977,10.549,-4.791,-1.343,-10.946,-7.334,0.254,-2.411,-2.126,-4.883,-2.981,-9.532,-5.87,-7.345,-6.317,-8.433,-10.04,5.371,2.248,10.854,2.289,4.283,2.36,-4.069,8.27,-1.607,2.808,-0.712,-0.305,5.117,4.934,-6.053,-1.862,7.497,-0.122,-3.306,-3.031,-6.643,-1.516,-3.215,-13.173,-12.461,1.872,-7.436,-8.484,-5.035,-3.255,-1.139,6.205,3.937,a
5.239,7.243,-1.506,6.663,5.147,5.544,3.988,3.682,4.211,1.587,1.526,0.793,3.408,-3.55,4.954,8.596,-4.791,0.122,-1.18,-3.428,-0.234,-2.411,-2.614,-5.859,-2.981,-8.067,-6.358,-6.856,-6.317,-8.921,-10.04,2.93,2.248,4.018,3.265,3.794,1.872,-4.557,3.387,-3.072,2.808,-2.665,-2.747,3.652,4.445,-7.029,-3.326,6.032,-1.099,-3.794,-4.496,-8.596,-1.516,-0.773,-4.873,-7.579,1.872,-7.436,-8.972,-5.035,-3.255,-1.628,5.229,1.007,a
4.262,6.755,-1.506,2.757,4.171,3.103,3.011,1.729,3.235,-0.854,5.92,-0.183,2.92,2.309,1.536,8.108,4.486,-7.202,3.215,-9.776,-0.234,-2.899,-2.614,-5.859,-2.981,-6.602,-6.358,-6.856,-6.317,-8.433,-10.04,0.488,6.154,-0.376,3.754,0.865,3.825,-5.046,-1.007,-3.56,1.343,-4.13,-3.723,1.211,3.957,-6.541,-4.303,4.567,-1.099,-4.283,-5.473,-8.596,3.855,-2.726,-1.943,-16.856,1.383,-7.436,-8.484,-5.035,-3.255,-1.628,3.764,-2.411,a
3.774,5.29,-1.994,-3.103,3.682,1.149,2.035,-1.2,2.258,-3.296,6.409,-0.671,2.431,6.215,-4.812,8.596,3.51,2.075,4.679,-5.87,0.254,-2.899,-3.591,-5.859,-3.469,-6.114,-7.334,-6.856,-6.317,-8.433,-10.04,0.488,9.572,-0.865,3.754,-3.042,4.801,-4.557,-0.031,-2.584,0.854,-5.107,-3.235,0.234,3.469,-5.564,-3.815,3.591,-0.122,-3.794,-5.473,-7.131,2.391,0.692,-8.779,-7.579,1.383,-6.948,-8.484,-5.035,-3.743,-1.628,3.764,-3.387,a
4.751,3.825,-2.482,-5.056,4.171,1.149,2.035,-2.665,2.258,-3.296,5.92,-0.671,2.431,5.239,-10.183,9.572,2.533,0.61,-6.551,-10.752,-0.234,-3.387,-4.079,-5.859,-3.957,-7.579,-8.799,-7.345,-6.805,-8.921,-10.529,2.93,9.572,0.112,2.289,-4.995,1.872,-3.092,5.341,-2.096,1.831,-5.107,-0.305,0.722,3.469,-5.564,-3.326,4.079,0.366,-3.306,-5.473,-5.178,-1.027,-3.215,-14.15,-21.739,1.383,-7.436,-8.972,-5.035,-4.72,-1.628,4.74,-2.411,a
6.704,2.848,-1.017,-2.126,5.147,2.126,3.011,-2.177,4.211,-2.319,5.92,-0.183,3.408,-1.109,-10.183,10.549,1.556,-9.155,-22.176,-8.799,-1.211,-3.387,-6.032,-6.348,-4.445,-9.043,-10.264,-8.321,-7.782,-9.898,-11.017,6.348,8.108,-0.865,-0.153,-4.506,-3.499,-2.604,10.223,-3.072,3.784,-4.618,2.136,2.675,4.445,-6.541,-2.838,5.056,-1.099,-3.794,-6.938,-5.178,0.926,-3.703,-16.103,-13.926,2.36,-7.924,-9.46,-5.524,-5.697,-2.116,6.694,1.007,a
8.169,2.848,3.866,2.757,7.1,3.103,4.964,-0.224,5.676,-1.343,5.92,0.305,3.896,-10.386,-5.788,11.037,2.533,-3.296,1.75,-4.893,-1.699,-3.876,-6.521,-7.324,-4.445,-10.997,-10.752,-8.809,-8.27,-9.898,-11.505,9.277,8.108,-5.259,-0.641,-3.042,-6.917,-5.046,10.223,-3.56,4.761,-4.618,4.089,4.14,5.91,-9.959,-3.326,6.521,-2.563,-4.771,-8.403,-7.619,0.926,0.203,-4.384,4.628,2.848,-8.413,-9.949,-6.012,-6.185,-2.116,8.158,3.937,a
8.657,0.895,9.725,3.733,8.077,3.591,5.452,0.753,6.165,-2.319,2.991,0.305,3.896,-19.663,-0.417,9.572,-4.791,2.563,-1.18,1.455,-1.699,-3.876,-6.032,-8.301,-3.957,-13.438,-9.288,-9.298,-8.27,-10.874,-11.505,9.277,8.108,-12.095,0.336,-2.065,-6.429,-9.44,5.341,-4.049,3.784,-5.107,3.113,4.14,6.399,-13.377,-5.768,7.009,-3.54,-5.747,-8.403,-10.549,-2.981,1.18,-24.404,2.675,3.337,-8.413,-9.949,-6.012,-5.697,-2.116,8.158,4.913,a
6.704,-1.546,12.166,-1.149,7.589,3.103,4.476,0.264,4.7,-4.761,-3.845,0.305,2.92,-24.058,2.024,7.619,-1.373,-0.366,-6.551,0.478,-0.722,-3.387,-4.079,-8.301,-2.492,-14.414,-6.846,-8.809,-6.805,-10.874,-11.505,6.836,6.643,-16.978,0.824,-2.065,-2.035,-11.882,0.946,-3.56,0.854,-6.083,0.183,2.675,5.422,-14.842,-8.698,6.032,-1.587,-5.747,-6.938,-11.525,-2.004,0.203,-2.92,-2.207,2.36,-7.436,-9.949,-5.524,-3.743,-1.628,5.717,1.984,a
2.309,-5.452,8.26,-10.915,4.659,2.126,2.523,-0.712,1.77,-6.226,-12.146,-0.671,1.455,-21.128,0.559,5.666,7.416,-4.272,13.957,-6.358,0.254,-2.899,-1.638,-7.324,-2.004,-13.926,-5.87,-8.321,-5.341,-10.386,-11.017,2.93,0.783,-17.955,-0.153,-2.065,0.407,-8.464,-0.031,-3.072,-2.075,-6.083,-4.211,1.211,3.469,-12.889,-10.651,4.567,1.343,-4.283,-4.008,-9.084,3.367,-0.773,-16.591,-14.414,0.895,-6.948,-9.46,-4.547,-2.279,-0.651,2.299,-2.899,a
-1.109,-7.406,0.448,-17.263,2.218,2.614,0.57,-1.689,-0.671,-5.249,-16.541,-1.16,0.478,-11.851,-2.858,4.69,-0.885,-0.366,-6.063,-2.94,0.743,-1.923,-1.149,-5.371,-1.516,-10.02,-7.334,-6.368,-4.852,-8.921,-10.529,0,-6.053,-14.537,-3.082,-0.6,-1.546,-2.604,1.923,-2.584,-3.54,-5.107,-8.118,0.234,1.516,-7.517,-10.651,2.614,2.808,-2.33,-2.543,-5.666,-1.027,-0.285,9.288,2.187,0.407,-5.971,-8.972,-3.571,-1.79,-0.651,-1.607,-7.294,a
-3.062,-6.429,-6.388,-15.31,-0.224,4.567,0.57,-0.224,-1.648,-2.319,-13.123,-0.671,-0.498,-0.621,-4.812,4.69,2.533,4.517,-4.11,0.966,0.254,-0.946,-2.126,-3.418,-1.516,-4.161,-9.288,-4.415,-4.852,-6.968,-9.552,-1.465,-8.494,-6.236,-5.524,0.376,-6.429,-0.163,2.411,-2.096,-3.052,-3.153,-9.094,1.211,0.539,-1.658,-7.721,1.638,1.343,-0.865,-4.008,-2.736,-1.027,0.203,-21.474,-5.625,0.407,-5.483,-7.507,-2.594,-2.279,-0.651,-3.072,-8.27,a
-1.597,-2.035,-6.877,-5.544,-0.224,5.544,0.57,0.753,-2.625,1.099,-4.822,0.305,-0.498,7.68,-4.323,5.666,2.045,-2.319,-6.551,0.966,-1.211,-0.458,-4.567,-1.953,-1.516,0.722,-9.776,-3.438,-5.829,-5.015,-8.575,-0.488,-3.123,4.018,-4.547,-0.6,-8.382,-2.604,0.946,-2.096,-3.052,-0.712,-6.165,2.187,0.539,1.76,-3.815,1.638,-2.563,-0.865,-6.938,-1.76,1.414,-0.773,-10.732,2.675,0.407,-5.483,-6.042,-1.617,-3.743,-0.651,-1.607,-6.805,a
2.309,5.29,-1.017,7.151,1.241,5.544,1.546,0.753,-2.625,3.052,2.502,0.793,-0.498,8.169,-3.835,7.131,13.763,-3.784,-1.18,-10.752,-2.187,0.031,-6.032,-1.465,-2.004,2.675,-8.799,-2.95,-6.317,-4.038,-7.111,0.977,7.619,12.807,-0.641,-3.53,-2.523,-6.999,0.458,-2.096,-2.563,0.753,0.183,2.187,1.027,2.248,-0.885,3.103,-5.493,-0.865,-8.891,-1.76,3.855,-2.238,-42.959,-9.043,1.383,-4.995,-5.066,-1.617,-4.72,-1.139,2.299,-2.899,a
7.192,11.637,5.819,14.964,3.194,3.103,1.546,-1.2,-2.625,2.075,4.944,0.793,-0.498,2.309,-3.835,10.061,26.459,-5.249,3.703,-4.405,-2.187,-0.458,-5.544,-1.465,-2.004,0.234,-6.358,-3.927,-6.317,-4.038,-6.622,3.906,16.408,15.737,3.754,-7.436,6.266,-6.51,3.876,-2.096,-1.587,0.753,4.089,0.722,1.516,0.295,-1.373,3.591,-5.493,-0.865,-7.914,-1.76,6.297,-2.726,2.452,-16.368,1.383,-4.506,-4.578,-1.617,-4.232,-1.139,7.182,1.007,a
